Epochs,Training Loss,Validation Loss
663.0,17106.98074114224,4668.811731294541
664.0,17106.98073735379,4668.811730304093
665.0,17106.98073357673,4668.811729316624
666.0,17106.980729811006,4668.81172833212
667.0,17106.98072605656,4668.81172735057
668.0,17106.98072231338,4668.8117263719605
669.0,17106.980718581424,4668.811725396279
670.0,17106.980714860576,4668.811724423511
671.0,17106.98071115083,4668.811723453645
672.0,17106.980707452178,4668.811722486663
673.0,17106.980703764446,4668.811721522557
674.0,17106.980700087715,4668.811720561318
675.0,17106.98069642185,4668.8117196029225
676.0,17106.98069276686,4668.8117186473655
677.0,17106.980689122676,4668.811717694634
678.0,17106.98068548922,4668.8117167447135
679.0,17106.9806818665,4668.811715797591
680.0,17106.980678254415,4668.811714853256
681.0,17106.980674652994,4668.811713911698
682.0,17106.98067106206,4668.8117129729
683.0,17106.980667481683,4668.811712036853
684.0,17106.9806639118,4668.811711103546
685.0,17106.980660352325,4668.811710172964
686.0,17106.98065680325,4668.8117092450975
687.0,17106.980653264505,4668.811708319935
688.0,17106.98064973603,4668.81170739746
689.0,17106.980646217817,4668.811706477664
690.0,17106.980642709834,4668.811705560533
691.0,17106.980639211968,4668.811704646062
692.0,17106.980635724223,4668.811703734234
