Epochs,Training Loss,Validation Loss
298.0,1.9256339021608782e+21,4.992349732999162e+20
299.0,1.9256339021608782e+21,4.992349732999162e+20
300.0,1.9256339021608782e+21,4.992349732999162e+20
301.0,1.9256339021608782e+21,4.992349732999162e+20
302.0,1.9256339021608782e+21,4.992349732999162e+20
303.0,1.9256339021608782e+21,4.992349732999162e+20
304.0,1.9256339021608782e+21,4.992349732999162e+20
305.0,1.9256339021608782e+21,4.992349732999162e+20
306.0,1.9256339021608782e+21,4.992349732999162e+20
307.0,1.9256339021608782e+21,4.992349732999162e+20
308.0,1.9256339021608782e+21,4.992349732999162e+20
309.0,1.9256339021608782e+21,4.992349732999162e+20
310.0,1.9256339021608782e+21,4.992349732999162e+20
311.0,1.9256339021608782e+21,4.992349732999162e+20
312.0,1.9256339021608782e+21,4.992349732999162e+20
313.0,1.9256339021608782e+21,4.992349732999162e+20
314.0,1.9256339021608782e+21,4.992349732999162e+20
315.0,1.9256339021608782e+21,4.992349732999162e+20
316.0,1.9256339021608782e+21,4.992349732999162e+20
317.0,1.9256339021608782e+21,4.992349732999162e+20
318.0,1.9256339021608782e+21,4.992349732999162e+20
319.0,1.9256339021608782e+21,4.992349732999162e+20
320.0,1.9256339021608782e+21,4.992349732999162e+20
321.0,1.9256339021608782e+21,4.992349732999162e+20
322.0,1.9256339021608782e+21,4.992349732999162e+20
323.0,1.9256339021608782e+21,4.992349732999162e+20
324.0,1.9256339021608782e+21,4.992349732999162e+20
325.0,1.9256339021608782e+21,4.992349732999162e+20
326.0,1.9256339021608782e+21,4.992349732999162e+20
327.0,1.9256339021608782e+21,4.992349732999162e+20
328.0,1.9256339021608782e+21,4.992349732999162e+20
329.0,1.9256339021608782e+21,4.992349732999162e+20
330.0,1.9256339021608782e+21,4.992349732999162e+20
331.0,1.9256339021608782e+21,4.992349732999162e+20
332.0,1.9256339021608782e+21,4.992349732999162e+20
333.0,1.9256339021608782e+21,4.992349732999162e+20
334.0,1.9256339021608782e+21,4.992349732999162e+20
335.0,1.9256339021608782e+21,4.992349732999162e+20
336.0,1.9256339021608782e+21,4.992349732999162e+20
337.0,1.9256339021608782e+21,4.992349732999162e+20
338.0,1.9256339021608782e+21,4.992349732999162e+20
339.0,1.9256339021608782e+21,4.992349732999162e+20
340.0,1.9256339021608782e+21,4.992349732999162e+20
341.0,1.9256339021608782e+21,4.992349732999162e+20
342.0,1.9256339021608782e+21,4.992349732999162e+20
343.0,1.9256339021608782e+21,4.992349732999162e+20
344.0,1.9256339021608782e+21,4.992349732999162e+20
345.0,1.9256339021608782e+21,4.992349732999162e+20
346.0,1.9256339021608782e+21,4.992349732999162e+20
347.0,1.9256339021608782e+21,4.992349732999162e+20
348.0,1.9256339021608782e+21,4.992349732999162e+20
349.0,1.9256339021608782e+21,4.992349732999162e+20
350.0,1.9256339021608782e+21,4.992349732999162e+20
351.0,1.9256339021608782e+21,4.992349732999162e+20
352.0,1.9256339021608782e+21,4.992349732999162e+20
353.0,1.9256339021608782e+21,4.992349732999162e+20
354.0,1.9256339021608782e+21,4.992349732999162e+20
355.0,1.9256339021608782e+21,4.992349732999162e+20
356.0,1.9256339021608782e+21,4.992349732999162e+20
357.0,1.9256339021608782e+21,4.992349732999162e+20
358.0,1.9256339021608782e+21,4.992349732999162e+20
359.0,1.9256339021608782e+21,4.992349732999162e+20
360.0,1.9256339021608782e+21,4.992349732999162e+20
361.0,1.9256339021608782e+21,4.992349732999162e+20
362.0,1.9256339021608782e+21,4.992349732999162e+20
363.0,1.9256339021608782e+21,4.992349732999162e+20
364.0,1.9256339021608782e+21,4.992349732999162e+20
365.0,1.9256339021608782e+21,4.992349732999162e+20
366.0,1.9256339021608782e+21,4.992349732999162e+20
367.0,1.9256339021608782e+21,4.992349732999162e+20
368.0,1.9256339021608782e+21,4.992349732999162e+20
369.0,1.9256339021608782e+21,4.992349732999162e+20
370.0,1.9256339021608782e+21,4.992349732999162e+20
371.0,1.9256339021608782e+21,4.992349732999162e+20
372.0,1.9256339021608782e+21,4.992349732999162e+20
373.0,1.9256339021608782e+21,4.992349732999162e+20
374.0,1.9256339021608782e+21,4.992349732999162e+20
375.0,1.9256339021608782e+21,4.992349732999162e+20
376.0,1.9256339021608782e+21,4.992349732999162e+20
377.0,1.9256339021608782e+21,4.992349732999162e+20
378.0,1.9256339021608782e+21,4.992349732999162e+20
379.0,1.9256339021608782e+21,4.992349732999162e+20
380.0,1.9256339021608782e+21,4.992349732999162e+20
381.0,1.9256339021608782e+21,4.992349732999162e+20
382.0,1.9256339021608782e+21,4.992349732999162e+20
383.0,1.9256339021608782e+21,4.992349732999162e+20
